22.562198,113.955174
22.561985,113.905039
22.557067,114.100892
22.539835,114.118889
22.531844,114.117273
39.03432,117.689172
39.1805991,117.1902211
39.1644058,117.1339188
38.892664,117.266064
39.087165,117.12876
28.470992,113.564957
28.1914053,112.9781111
28.210663,113.405652
28.2079293,112.8923503
28.178532,112.975039
31.095795,108.681484
29.7743,108.093481
29.9979755,106.3907765
31.710607,108.603861
30.355519,107.703438
31.227342,121.525053
31.1870194,121.4370782
31.167811,121.3990601
31.687751,121.415776
31.172866,121.272604
31.309876,118.97308
32.115308,118.585865
32.02928,118.813875
31.368509,119.16738
32.09784,118.909879
31.344905,120.614004
31.2945424,120.5574894
31.370668,120.459802
30.973935,120.639958
31.185885,120.553682
39.866448,116.662842
39.889941,116.3368274
39.915618,116.692876
40.363337,116.666238
39.965033,116.490728
30.160426,120.273899
29.489775,119.001499
30.3158545,120.147121
30.2437929,120.1824729
30.2465808,120.1931505
31.644736,120.398214
31.5606353,120.3733014
31.6579523,120.4364603
31.581122,120.431334
31.509502,120.247258
